series_id,series_name,date,value,footnotes,is_outlier,value_suspect,year,quarter
JTS000000000000000HIL,Total nonfarm: hires,2017-05-01,5477,,False,False,2017,2
JTS000000000000000HIL,Total nonfarm: hires,2017-06-01,5635,,False,False,2017,2
JTS000000000000000HIL,Total nonfarm: hires,2017-07-01,5497,,False,False,2017,3
JTS000000000000000HIL,Total nonfarm: hires,2017-08-01,5519,,False,False,2017,3
JTS000000000000000HIL,Total nonfarm: hires,2017-09-01,5450,,False,False,2017,3
JTS000000000000000HIL,Total nonfarm: hires,2017-10-01,5581,,False,False,2017,4
JTS000000000000000HIL,Total nonfarm: hires,2017-11-01,5494,,False,False,2017,4
JTS000000000000000HIL,Total nonfarm: hires,2017-12-01,5421,,False,False,2017,4
JTS000000000000000HIL,Total nonfarm: hires,2018-01-01,5512,,False,False,2018,1
JTS000000000000000HIL,Total nonfarm: hires,2018-02-01,5624,,False,False,2018,1
JTS000000000000000HIL,Total nonfarm: hires,2018-03-01,5623,,False,False,2018,1
JTS000000000000000HIL,Total nonfarm: hires,2018-04-01,5590,,False,False,2018,2
JTS000000000000000HIL,Total nonfarm: hires,2018-05-01,5859,,False,False,2018,2
JTS000000000000000HIL,Total nonfarm: hires,2018-06-01,5760,,False,False,2018,2
JTS000000000000000HIL,Total nonfarm: hires,2018-07-01,5649,,False,False,2018,3
JTS000000000000000HIL,Total nonfarm: hires,2018-08-01,5815,,False,False,2018,3
JTS000000000000000HIL,Total nonfarm: hires,2018-09-01,5625,,False,False,2018,3
JTS000000000000000HIL,Total nonfarm: hires,2018-10-01,5907,,False,False,2018,4
JTS000000000000000HIL,Total nonfarm: hires,2018-11-01,5826,,False,False,2018,4
JTS000000000000000HIL,Total nonfarm: hires,2018-12-01,5768,,False,False,2018,4
JTS000000000000000HIL,Total nonfarm: hires,2019-01-01,5786,,False,False,2019,1
JTS000000000000000HIL,Total nonfarm: hires,2019-02-01,5704,,False,False,2019,1
JTS000000000000000HIL,Total nonfarm: hires,2019-03-01,5689,,False,False,2019,1
JTS000000000000000HIL,Total nonfarm: hires,2019-04-01,6016,,False,False,2019,2
JTS000000000000000HIL,Total nonfarm: hires,2019-05-01,5686,,False,False,2019,2
JTS000000000000000HIL,Total nonfarm: hires,2019-06-01,5801,,False,False,2019,2
JTS000000000000000HIL,Total nonfarm: hires,2019-07-01,5871,,False,False,2019,3
JTS000000000000000HIL,Total nonfarm: hires,2019-08-01,5900,,False,False,2019,3
JTS000000000000000HIL,Total nonfarm: hires,2019-09-01,5963,,False,False,2019,3
JTS000000000000000HIL,Total nonfarm: hires,2019-10-01,5781,,False,False,2019,4
JTS000000000000000HIL,Total nonfarm: hires,2019-11-01,5847,,False,False,2019,4
JTS000000000000000HIL,Total nonfarm: hires,2019-12-01,5951,,False,False,2019,4
JTS000000000000000HIL,Total nonfarm: hires,2020-01-01,5981,,False,False,2020,1
JTS000000000000000HIL,Total nonfarm: hires,2020-02-01,5990,,False,False,2020,1
JTS000000000000000HIL,Total nonfarm: hires,2020-03-01,5171,,False,False,2020,1
JTS000000000000000HIL,Total nonfarm: hires,2020-04-01,4029,,True,False,2020,2
JTS000000000000000HIL,Total nonfarm: hires,2020-05-01,8133,,True,False,2020,2
JTS000000000000000HIL,Total nonfarm: hires,2020-06-01,7477,,True,False,2020,2
JTS000000000000000HIL,Total nonfarm: hires,2020-07-01,6320,,False,False,2020,3
JTS000000000000000HIL,Total nonfarm: hires,2020-08-01,6004,,False,False,2020,3
JTS000000000000000HIL,Total nonfarm: hires,2020-09-01,5966,,False,False,2020,3
JTS000000000000000HIL,Total nonfarm: hires,2020-10-01,6091,,False,False,2020,4
JTS000000000000000HIL,Total nonfarm: hires,2020-11-01,5894,,False,False,2020,4
JTS000000000000000HIL,Total nonfarm: hires,2020-12-01,5577,,False,False,2020,4
JTS000000000000000HIL,Total nonfarm: hires,2021-01-01,5598,,False,False,2021,1
JTS000000000000000HIL,Total nonfarm: hires,2021-02-01,5813,,False,False,2021,1
JTS000000000000000HIL,Total nonfarm: hires,2021-03-01,6158,,False,False,2021,1
JTS000000000000000HIL,Total nonfarm: hires,2021-04-01,6138,,False,False,2021,2
JTS000000000000000HIL,Total nonfarm: hires,2021-05-01,5981,,False,False,2021,2
JTS000000000000000HIL,Total nonfarm: hires,2021-06-01,6535,,False,False,2021,2
